customer_id,product_id,basket_date,basket_count
16415127,39271497,2019-06-11,2
2043297,39429530,2019-06-11,2
20653360,3373776,2019-06-12,2
1606255,31614873,2019-06-11,2
43800788,33455785,2019-06-11,2
14207427,42804748,2019-06-11,2
26640040,35628135,2019-06-11,3
12388090,52100301,2019-06-11,2
5836969,37635455,2019-06-11,2
13738776,47103092,2019-06-11,2
1256572,46223058,2019-06-11,2
18525838,36526014,2019-06-11,2
14542584,34325708,2019-06-11,2
20793903,36883703,2019-06-11,3
18852448,35714519,2019-06-11,2
15240260,42718843,2019-06-11,2
42126412,50144709,2019-06-11,3
4338804,32088797,2019-06-11,2
18923,39543957,2019-06-11,2
20888996,45867008,2019-06-11,2
5519703,37138687,2019-06-11,2
22153719,48170286,2019-06-11,2
25227328,47480321,2019-06-11,2
28451724,34758456,2019-06-11,2
5222234,44071680,2019-06-11,2
2194263,47629632,2019-06-11,2
23873565,43547553,2019-06-11,2
3817124,32785847,2019-06-11,2
4110592,31670163,2019-06-11,2
30386658,42204957,2019-06-10,2
10984058,36262723,2019-06-10,2
4251897,49635300,2019-06-10,4
37882313,75982,2019-06-10,2
37878482,35574453,2019-06-10,2
29430541,37673669,2019-06-10,2
38770403,33855721,2019-06-10,2
29194179,48100893,2019-06-10,2
16992703,46265269,2019-06-10,2
5752656,49269021,2019-06-10,2
14449256,48726515,2019-06-10,2
8991620,37867230,2019-06-10,2
8991620,26619559,2019-06-10,2
42603942,2574017,2019-06-10,2
11601751,5937271,2019-06-10,2
11018038,39897558,2019-06-10,3
40171904,50808810,2019-06-10,2
42272533,41248653,2019-06-10,2
9914727,49072861,2019-06-10,2
12345984,2119180,2019-06-10,2
10076914,52599106,2019-06-10,2
28072411,45608891,2019-06-10,2
11192694,46819379,2019-06-10,2
1464368,52814926,2019-06-10,2
35209912,40189771,2019-06-10,4
13667156,45521272,2019-06-10,2
10652667,53646587,2019-06-10,2
43762876,47590184,2019-06-10,3
4000201,48798489,2019-06-10,2
5672659,36367433,2019-06-10,3
4984868,32282141,2019-06-10,2
9663092,31539844,2019-06-10,2
23165057,43807033,2019-06-10,2
7894818,51890468,2019-06-10,2
27044277,44246310,2019-06-10,2
31827880,50791389,2019-06-10,2
4658766,46190992,2019-06-10,2
7317954,41494469,2019-06-10,2
11972023,38429796,2019-06-10,2
42152862,40570017,2019-06-10,2
32237011,39860130,2019-06-10,2
9731632,34861166,2019-06-10,2
40311615,43447584,2019-06-10,2
40562111,2901279,2019-06-10,3
40234331,48472946,2019-06-10,2
3668008,31264088,2019-06-10,2
32556504,35564684,2019-06-11,2
1948876,32044498,2019-06-11,2
9085224,2269240,2019-06-11,2
33731480,42378988,2019-06-10,2
12095897,35667782,2019-06-10,2
12466578,35461777,2019-06-10,2
12741498,38075718,2019-06-10,2
14745127,35412812,2019-06-10,2
18429167,49049060,2019-06-10,2
11192694,4134720,2019-06-10,2
11192694,1762367,2019-06-10,3
43167288,49072850,2019-06-10,2
5845919,3305158,2019-06-10,2
8628598,6887765,2019-06-10,2
30713502,35208525,2019-06-09,2
12028941,30584059,2019-06-09,2
22596705,34169047,2019-06-09,2
839579,42888848,2019-06-09,2
22570980,32449568,2019-06-09,2
39891240,5808231,2019-06-09,2
2379443,5218021,2019-06-09,2
23170687,41192576,2019-06-09,3
13723735,3579675,2019-06-09,2
15559320,46021583,2019-06-09,3
21630318,33362780,2019-06-10,2
29566040,46893636,2019-06-10,2
1209985,52636823,2019-06-10,2
25022242,39050105,2019-06-09,2
18613667,46933789,2019-06-09,2
14373489,42712581,2019-06-09,3
15575753,42466586,2019-06-09,2
41262923,34683768,2019-06-09,2
13755862,35140433,2019-06-10,2
10587160,49072861,2019-06-10,2
7044948,31708695,2019-06-10,2
17416239,47348594,2019-06-10,2
876917,46000191,2019-06-10,2
874825,46197367,2019-06-10,2
8370564,51789135,2019-06-09,2
43022907,47851883,2019-06-09,2
12683346,3169147,2019-06-09,2
14523922,38268878,2019-06-10,2
15757042,39577246,2019-06-09,2
12249601,37206583,2019-06-09,2
33271119,51436245,2019-06-09,2
14526152,35093214,2019-06-09,2
1743686,33277800,2019-06-09,2
1797396,53560303,2019-06-09,2
22527,27104159,2019-06-09,2
1448984,44615244,2019-06-09,2
20124178,6967678,2019-06-09,2
7046780,26038409,2019-06-09,2
41915867,46212951,2019-06-09,2
24787951,31760428,2019-06-09,2
2205334,49613083,2019-06-09,2
3741114,42051826,2019-06-09,2
28246172,41884885,2019-06-09,2
15319966,47939117,2019-06-09,3
8980600,37789891,2019-06-09,2
13016133,51872774,2019-06-09,2
28507042,32229572,2019-06-09,2
43590331,31909620,2019-06-09,2
17296588,35526884,2019-06-09,2
6262657,50600656,2019-06-09,2
43685191,39627247,2019-06-09,2
1344621,34013459,2019-06-09,2
6834886,49227282,2019-06-09,2
42772762,31675406,2019-06-09,2
1940535,6790877,2019-06-09,2
5378891,49518400,2019-06-09,2
1041847,926057,2019-06-09,3
13016886,46402233,2019-06-09,2
4867906,37504935,2019-06-09,2
5401806,46983348,2019-06-09,2
7178842,32271331,2019-06-09,2
11267882,35104494,2019-06-09,2
8773677,46344914,2019-06-09,2
40954306,42585086,2019-06-09,3
10476832,6710132,2019-06-09,2
35202210,35446681,2019-05-31,2
30250774,1817899,2019-05-31,5
5396459,42267693,2019-05-31,2
10941009,41916311,2019-05-31,2
37911392,36464485,2019-05-31,2
23618413,46753009,2019-05-31,2
2598060,46395494,2019-05-31,2
22467597,47864493,2019-05-31,4
4496741,35157226,2019-05-31,2
30602544,34643094,2019-05-31,2
20298980,42680059,2019-05-31,2
7603224,32242160,2019-05-31,2
12586321,7163202,2019-05-31,2
29395547,40148176,2019-05-31,2
17775124,4038698,2019-05-31,2
13357475,41666105,2019-05-31,2
14411070,40737726,2019-05-31,2
39888573,34231804,2019-05-31,2
42971797,2926387,2019-05-31,2
17770584,41955736,2019-05-30,4
41778713,48412037,2019-05-31,2
23015915,32729157,2019-06-01,2
7305800,2590086,2019-05-30,2
9273014,47498750,2019-05-31,2
18984005,35542817,2019-05-30,3
42901451,47065021,2019-05-30,2
26992248,45542737,2019-05-30,2
37967678,43843236,2019-05-31,2
27571069,2516917,2019-05-30,2
17451751,41055706,2019-05-30,2
979605,48180382,2019-05-30,2
18128940,42717473,2019-05-30,2
9476102,32193947,2019-05-30,2
42114407,50830370,2019-05-30,2
41879347,38300838,2019-05-30,2
14828895,49536881,2019-05-30,2
14555986,35815433,2019-05-30,2
9186380,35455205,2019-05-30,2
34297507,6772765,2019-05-30,3
11004449,5771528,2019-05-30,2
10890326,2525349,2019-05-30,2
3674104,31436706,2019-05-30,3
18401341,46265830,2019-05-30,2
18514496,32613412,2019-05-30,2
24504465,14626909,2019-05-30,2
6622389,46399218,2019-05-30,2
35051713,48662959,2019-05-30,2
3125584,46130148,2019-05-30,2
22544958,41518248,2019-05-30,2
18582682,2205258,2019-05-30,5
26652097,39932740,2019-05-30,2
40629174,36524491,2019-05-30,2
11230356,42738485,2019-05-30,2
1913258,31302953,2019-05-30,2
12462443,49244342,2019-05-30,2
30707948,47882506,2019-05-30,2
24441836,1069992,2019-05-30,2
2387598,41695418,2019-05-31,2
43033667,51657194,2019-06-01,2
10871751,32881677,2019-05-29,3
35373121,37619876,2019-05-30,2
15248145,36460533,2019-05-29,2
31714338,42709284,2019-05-29,2
41886667,34935878,2019-05-30,2
23132989,37282152,2019-05-29,2
35771516,3721117,2019-05-30,2
36170151,46948784,2019-05-29,2
4000919,579438,2019-05-29,2
1816911,46296993,2019-05-29,2
7115174,49833636,2019-05-29,2
14156811,36921717,2019-05-29,2
41156153,31731709,2019-05-29,2
3113027,42793827,2019-05-29,2
42134508,50153105,2019-05-29,3
42632726,41884885,2019-05-29,2
12851438,38451951,2019-05-29,2
827244,41017861,2019-05-29,2
42076235,44742433,2019-05-29,2
24374452,34937153,2019-05-29,2
12057509,44439082,2019-05-29,2
35493962,46608628,2019-05-29,2
1546248,34641601,2019-05-29,2
26298686,3177311,2019-05-29,2
42041680,43454321,2019-05-29,2
5981417,38659252,2019-05-29,2
25458345,33914175,2019-05-29,2
11678182,47918282,2019-05-29,2
22880921,36882826,2019-05-29,3
31605714,34709106,2019-05-29,3
42809494,42276302,2019-05-29,2
42196868,46286574,2019-05-29,2
34807773,32054321,2019-05-29,3
23793284,40576144,2019-05-29,2
2451756,42717473,2019-05-29,2
41539050,44704486,2019-05-29,2
21700599,39782810,2019-05-29,2
19912903,31698629,2019-05-29,4
15620411,38137406,2019-05-29,2
10628622,51400039,2019-05-29,2
17003757,45789049,2019-05-29,2
32185322,32921059,2019-05-29,2
14051477,47993173,2019-05-29,2
6414907,38633681,2019-05-29,2
34673895,32184467,2019-05-29,3
10750015,36514103,2019-05-29,2
37649774,44199847,2019-05-29,2
42123294,46719101,2019-05-28,2
11348365,34999480,2019-05-28,2
23390601,2676242,2019-05-28,3
17975466,5043529,2019-05-28,2
34900245,50317552,2019-05-28,2
11455296,39118761,2019-05-28,2
22218879,46223762,2019-05-28,2
32137840,7080239,2019-05-28,2
41920916,49989019,2019-05-28,2
28429658,3542132,2019-05-28,3
14025815,42585510,2019-05-28,4
35623249,35778574,2019-05-28,2
15298262,33893185,2019-05-28,2
6005770,7066841,2019-05-28,2
26337435,32113030,2019-05-28,2
33856339,7082068,2019-05-28,2
42287167,40972875,2019-05-28,3
2672509,46828105,2019-05-28,2
18386240,2747816,2019-05-28,2
42271550,45326600,2019-05-28,2
27073576,31620511,2019-05-28,4
29459861,880282,2019-05-28,4
35786784,1768618,2019-05-28,2
23903614,34859104,2019-05-28,2
32193498,37303198,2019-05-28,2
35557121,202408,2019-05-28,2
24801586,33269884,2019-05-28,2
31606985,3030968,2019-05-28,2
26887778,48215499,2019-05-28,2
31430734,41709071,2019-05-28,2
41247709,47127535,2019-05-28,2
10317043,45999574,2019-05-28,2
7210390,31301485,2019-05-28,2
6676525,50079883,2019-05-28,2
6917044,43247927,2019-05-28,2
12212223,49839188,2019-05-28,2
18064400,33449287,2019-05-28,2
32759289,35598700,2019-05-28,2
21550289,46876583,2019-05-28,2
12559303,37734171,2019-05-28,4
23037981,38335548,2019-05-28,2
41497056,38775500,2019-05-28,3
11194348,35636968,2019-05-28,2
38753657,35134949,2019-05-28,2
17223642,48383749,2019-05-28,2
42074263,35420610,2019-05-28,2
29878399,32921290,2019-05-28,2
41990742,4174663,2019-05-28,3
3073013,6053776,2019-05-28,2
42728177,47425520,2019-05-28,2
20055170,33519120,2019-05-28,2
10419615,47094884,2019-05-28,2
20793153,40218885,2019-05-28,2
31829242,11299809,2019-05-28,2
30424582,35907590,2019-05-28,2
21342823,4370161,2019-05-28,3
26165880,3405285,2019-05-28,2
23058999,38338503,2019-05-28,2
12649158,34046086,2019-05-28,2
41761309,40276001,2019-05-28,3
954977,38115727,2019-05-28,2
11105321,31818893,2019-05-28,3
15906798,40384315,2019-05-28,3
14009553,42154778,2019-05-28,2
34658195,35434277,2019-05-28,2
13755862,3539880,2019-05-28,2
24163148,43532156,2019-05-28,2
8580713,6638151,2019-05-28,2
16198912,32586840,2019-05-28,2
41502206,43798368,2019-05-28,3
10681350,156060,2019-05-28,3
21037821,32283579,2019-05-28,2
17769680,40945068,2019-05-28,2
16355904,34426437,2019-05-28,2
23540394,3633284,2019-05-28,2
21132249,50539304,2019-05-28,2
17734198,35187319,2019-05-28,2
4322538,28741509,2019-05-28,2
15915437,6519992,2019-05-28,2
24936371,38330333,2019-05-28,2
4540003,35146653,2019-05-28,2
1121600,32046918,2019-05-28,2
28948720,6052272,2019-05-28,2
6077855,33781233,2019-05-28,2
34204514,43411921,2019-05-28,2
20205826,47150866,2019-05-28,2
12662941,31648894,2019-05-28,2
5890086,35196289,2019-05-28,2
13839071,45296133,2019-05-28,2
20600381,36764403,2019-05-28,2
1064741,40293805,2019-05-28,2
33779521,7023155,2019-05-28,2
41824577,1058234,2019-05-28,3
21723241,49946923,2019-05-28,2
41629840,50615221,2019-05-28,2
25205025,45815236,2019-05-28,2
13398649,43785097,2019-05-28,2
6646465,35504413,2019-05-28,2
10991963,46478416,2019-05-28,2
1546248,3680857,2019-05-28,2
11729889,42654367,2019-05-28,2
23004957,37077821,2019-05-28,3
4714215,4737355,2019-05-28,3
26084308,49269590,2019-05-28,2
14365801,4593965,2019-05-28,2
41857895,5747437,2019-05-28,2
15713721,44781584,2019-05-28,2
6564136,32251206,2019-05-28,3
22090157,34759937,2019-05-28,2
33019913,32566957,2019-05-28,2
20909262,22749259,2019-05-28,2
34833066,38510384,2019-05-28,2
4008767,47166736,2019-05-28,2
29051309,3714465,2019-05-28,2
13497390,43483315,2019-05-28,2
20963776,35144038,2019-05-28,2
24352515,50602115,2019-05-28,2
13281853,2626776,2019-05-28,2
35601139,3242033,2019-05-28,3
42201388,51365661,2019-05-28,3
4529571,173365,2019-05-28,2
30115051,36346809,2019-05-28,3
22344978,44165438,2019-05-28,2
36261258,45706937,2019-05-28,2
12068995,6363562,2019-05-28,2
18125549,39161275,2019-05-27,4
10954695,31944543,2019-05-27,2
14461578,40275993,2019-05-27,2
24775947,46374496,2019-05-27,2
15239711,46130148,2019-05-27,2
28338166,43305867,2019-05-28,2
27046009,6586222,2019-05-27,3
14434524,35470355,2019-05-28,2
28642931,32657547,2019-05-28,2
42423574,6682401,2019-05-27,2
14426986,47495987,2019-05-27,2
27083813,42724158,2019-05-27,3
35155481,750891,2019-05-27,2
33819977,45363433,2019-05-27,2
3249005,6041792,2019-05-27,2
16973550,2485933,2019-05-27,2
10236381,3038693,2019-05-27,2
28005800,34316799,2019-05-27,2
16356768,36519206,2019-05-27,2
10913976,3624193,2019-05-27,2
5290507,35814321,2019-05-27,2
19067941,46701022,2019-05-27,2
31869932,50853412,2019-05-27,2
4951911,3245761,2019-05-27,2
40208931,32079069,2019-05-27,2
21508365,28023609,2019-05-27,2
44095389,40275993,2019-06-19,4
25546101,51581945,2019-06-19,2
23164677,33739431,2019-06-19,2
13219312,4155810,2019-06-19,2
16516277,47842323,2019-06-19,3
13350447,50585392,2019-06-19,2
17981931,33518288,2019-06-19,3
6755161,50826217,2019-06-19,2
6105545,33088688,2019-06-19,2
5433408,52655320,2019-06-19,2
11342525,43345548,2019-06-19,2
18156817,2798347,2019-06-19,3
31350578,42466415,2019-06-19,2
1873410,40450069,2019-06-19,2
24165118,34371958,2019-06-19,2
21460251,43474411,2019-06-19,3
44118906,34417079,2019-06-19,2
17124927,31504655,2019-06-19,2
31661178,47952339,2019-06-19,2
10948318,40275989,2019-06-19,2
14915452,34938258,2019-06-19,2
12593835,46930331,2019-06-19,2
3158675,47774234,2019-06-19,2
43577403,26577159,2019-06-19,4
38437825,44307118,2019-06-18,3
6457098,24833459,2019-06-18,3
10519704,37761853,2019-06-18,2
1700023,42215762,2019-06-19,2
1307322,6750720,2019-06-19,2
25236872,32893894,2019-06-19,3
22012641,49628660,2019-06-19,2
30796324,883456,2019-06-19,2
13895557,6391857,2019-06-19,2
5467615,32670341,2019-06-19,2
42115376,36937177,2019-06-18,2
44608245,6670172,2019-06-19,2
12356881,33518017,2019-06-19,2
9542191,43474411,2019-06-19,2
19207610,50311545,2019-06-18,2
18838262,6643460,2019-06-19,2
12574090,239538,2019-06-18,2
18766442,31298885,2019-06-18,2
22816280,34425885,2019-06-19,2
6161653,45711325,2019-06-18,2
24271798,36903805,2019-06-18,2
13201813,37436515,2019-06-19,2
13460605,1754907,2019-06-18,2
36475974,1008370,2019-06-19,2
29249149,34182343,2019-06-19,2
16065556,33500792,2019-06-18,3
44249704,31451211,2019-06-18,3
812817,39050102,2019-06-18,2
11565402,6585194,2019-06-18,2
3323849,4464718,2019-06-18,2
42649655,47870628,2019-06-18,4
1593923,49248410,2019-06-18,2
