base_price,discount_percentage,quantity,manufacturer,tax_amount,product_id,category,sku,taxless_price,unit_discount_amount,min_price,_id,discount_amount,created_on,product_name,price,taxful_price,base_unit_price
7.99,0,1,Elitelligence,0,22461,Men's Clothing,ZO0614006140,7.99,0,3.68,sold_product_580168_22461,0,2016-12-23T02:57:07+00:00,3 PACK - Socks - white,7.99,7.99,7.99
28.99,0,1,Oceanavigations,0,20429,Men's Clothing,ZO0298602986,28.99,0,14.78,sold_product_581282_20429,0,2016-12-23T23:11:02+00:00,Jumper - navy,28.99,28.99,28.99
64.99,0,1,Spherecords,0,22063,Women's Clothing,ZO0652906529,64.99,0,33.14,sold_product_576925_22063,0,2016-12-20T16:07:41+00:00,Jumper - grey multicolor,64.99,64.99,64.99
22.99,0,1,Tigress Enterprises Curvy,0,22629,Women's Clothing,ZO0104801048,22.99,0,12.18,sold_product_576925_22629,0,2016-12-20T16:07:41+00:00,Print T-shirt - black,22.99,22.99,22.99
41.99,0,1,Tigress Enterprises,0,21464,Women's Clothing,ZO0044400444,41.99,0,22.25,sold_product_570708_21464,0,2016-12-16T00:15:50+00:00,Jumper dress - red/black,41.99,41.99,41.99
74.99,0,1,Oceanavigations,0,23708,Women's Shoes,ZO0244702447,74.99,0,36.75,sold_product_726507_23708,0,2016-12-17T18:44:38+00:00,Boots - Midnight Blue,74.99,74.99,74.99
32.99,0,1,Pyramidustries active,0,10729,Women's Shoes,ZO0216402164,32.99,0,16.82,sold_product_570552_10729,0,2016-12-15T21:04:19+00:00,Sports shoes - dark blue,32.99,32.99,32.99
64.99,0,1,Angeldale,0,23042,Women's Shoes,ZO0666306663,64.99,0,35.74,sold_product_570552_23042,0,2016-12-15T21:04:19+00:00,High heels - gold,64.99,64.99,64.99
28.99,0,1,Tigress Enterprises,0,23196,Women's Accessories,ZO0089300893,28.99,0,14.78,sold_product_580214_23196,0,2016-12-23T03:44:38+00:00,Handbag - taupe/black/pink,28.99,28.99,28.99
11.99,0,1,Spherecords,0,14636,Women's Clothing,ZO0644106441,11.99,0,5.64,sold_product_580214_14636,0,2016-12-23T03:44:38+00:00,2 PACK - Top - white/dark blue/dark blue,11.99,11.99,11.99
24.99,0,1,Oceanavigations,0,13031,Men's Clothing,ZO0297302973,24.99,0,11.5,sold_product_714391_13031,0,2016-12-16T13:49:26+00:00,Jumper - black/white,24.99,24.99,24.99
11.99,0,1,Low Tide Media,0,18236,Men's Clothing,ZO0441804418,11.99,0,5.76,sold_product_719317_18236,0,2016-12-05T20:12:29+00:00,Polo shirt - bordeaux,11.99,11.99,11.99
16.99,0,1,Pyramidustries,0,13898,Women's Clothing,ZO0167401674,16.99,0,8.49,sold_product_588476_13898,0,2016-12-29T05:54:14+00:00,Vest - silver,16.99,16.99,16.99
64.99,0,1,Oceanavigations,0,16784,Women's Shoes,ZO0241502415,64.99,0,30.55,sold_product_573141_16784,0,2016-12-17T19:43:41+00:00,Trainers - silver,64.99,64.99,64.99
10.99,0,1,Low Tide Media,0,11201,Men's Clothing,ZO0474204742,10.99,0,5.71,sold_product_590432_11201,0,2016-12-30T17:03:50+00:00,2 PACK - Boxer shorts - dark blue/light blue,10.99,10.99,10.99
20.99,0,1,Elitelligence,0,18394,Men's Clothing,ZO0574005740,20.99,0,10.7,sold_product_558375_18394,0,2016-12-06T21:14:24+00:00,Jumper - black,20.99,20.99,20.99
209.99,0,1,Oceanavigations,0,14865,Men's Clothing,ZO0291602916,209.99,0,100.8,sold_product_555286_14865,0,2016-12-04T15:02:53+00:00,Classic coat - navy,209.99,209.99,209.99
11.99,0,1,Oceanavigations,0,12037,Men's Clothing,ZO0292302923,11.99,0,6.47,sold_product_578975_12037,0,2016-12-22T05:51:22+00:00,Basic T-shirt - offwhite,11.99,11.99,11.99
74.99,0,1,Gnomehouse,0,14989,Women's Accessories,ZO0358803588,74.99,0,41.24,sold_product_579014_14989,0,2016-12-22T06:33:07+00:00,Rucksack - cognac,74.99,74.99,74.99
16.99,0,1,Pyramidustries,0,18559,Women's Clothing,ZO0179601796,16.99,0,7.82,sold_product_579014_18559,0,2016-12-22T06:33:07+00:00,Sweatshirt - grey multicolor,16.99,16.99,16.99
59.99,0,1,Low Tide Media,0,16131,Men's Shoes,ZO0401004010,59.99,0,27.01,sold_product_571024_16131,0,2016-12-16T05:49:55+00:00,Lace-up boots - black,59.99,59.99,59.99
59.99,0,1,Oceanavigations,0,15886,Men's Shoes,ZO0257802578,59.99,0,32.99,sold_product_578650_15886,0,2016-12-22T00:02:53+00:00,Boots - dark brown,59.99,59.99,59.99
84.99,0,1,Oceanavigations,0,13515,Men's Accessories,ZO0314503145,84.99,0,41.65,sold_product_714827_13515,0,2016-12-31T11:08:10+00:00,Laptop bag - brandy,84.99,84.99,84.99
16.99,0,1,Elitelligence,0,12818,Men's Shoes,ZO0507905079,16.99,0,8.33,sold_product_573726_12818,0,2016-12-18T06:02:53+00:00,Trainers - black,16.99,16.99,16.99
37.99,0,1,Spherecords,0,24436,Women's Clothing,ZO0657506575,37.99,0,20.13,sold_product_576063_24436,0,2016-12-20T00:47:31+00:00,Down jacket - black,37.99,37.99,37.99
21.99,0,1,Spherecords Curvy,0,16672,Women's Clothing,ZO0710807108,21.99,0,12.09,sold_product_588867_16672,0,2016-12-29T13:17:46+00:00,Blouse - off white,21.99,21.99,21.99
64.99,0,1,Oceanavigations,0,16571,Men's Clothing,ZO0275902759,64.99,0,35.09,sold_product_567437_16571,0,2016-12-13T14:44:10+00:00,Suit jacket - black,64.99,64.99,64.99
24.99,0,1,Elitelligence,0,7051,Men's Clothing,ZO0576605766,24.99,0,13.24,sold_product_555938_7051,0,2016-12-05T03:05:46+00:00,Jumper - green,24.99,24.99,24.99
32.99,0,1,Microlutions,0,24419,Men's Clothing,ZO0112101121,32.99,0,17.48,sold_product_713950_24419,0,2016-12-28T22:14:53+00:00,Cargo trousers - oliv,32.99,32.99,32.99
28.99,0,1,Elitelligence,0,20207,Men's Clothing,ZO0530405304,28.99,0,13.92,sold_product_553689_20207,0,2016-12-03T10:53:46+00:00,Trousers - black,28.99,28.99,28.99
14.99,0,1,Spritechnologies,0,12799,Men's Clothing,ZO0630406304,14.99,0,6.9,sold_product_568044_12799,0,2016-12-14T01:26:24+00:00,Undershirt - dark grey multicolor,14.99,14.99,14.99
16.99,0,1,Microlutions,0,18008,Men's Clothing,ZO0120201202,16.99,0,8.83,sold_product_722039_18008,0,2016-12-19T10:03:22+00:00,Long sleeved top - purple,16.99,16.99,16.99
20.99,0,1,Tigress Enterprises,0,14761,Women's Shoes,ZO0006400064,20.99,0,10.7,sold_product_589894_14761,0,2016-12-30T07:33:36+00:00,Classic heels - blue,20.99,20.99,20.99
20.99,0,1,Pyramidustries,0,11632,Women's Clothing,ZO0150601506,20.99,0,9.87,sold_product_562978_11632,0,2016-12-10T07:06:14+00:00,Summer dress - coral/pink,20.99,20.99,20.99
16.99,0,1,Spherecords,0,11641,Women's Clothing,ZO0652406524,16.99,0,8.16,sold_product_576205_11641,0,2016-12-20T03:30:14+00:00,Jumper - off white/black,16.99,16.99,16.99
32.99,0,1,Pyramidustries,0,16893,Women's Shoes,ZO0139201392,32.99,0,16.5,sold_product_576208_16893,0,2016-12-20T03:31:41+00:00,Ankle boots - new khaki,32.99,32.99,32.99
36.99,0,1,Oceanavigations,0,16840,Women's Clothing,ZO0259702597,36.99,0,17.76,sold_product_564804_16840,0,2016-12-11T15:17:17+00:00,Pencil skirt - black,36.99,36.99,36.99
33.99,0,1,Tigress Enterprises,0,5879,Women's Shoes,ZO0017500175,33.99,0,18.35,sold_product_589477_5879,0,2016-12-30T00:28:48+00:00,Cowboy/Biker boots - black,33.99,33.99,33.99
74.99,0,1,Angeldale,0,1812,Men's Shoes,ZO0692606926,74.99,0,38.24,sold_product_578409_1812,0,2016-12-21T19:35:02+00:00,Boots - black,74.99,74.99,74.99
28.99,0,1,Low Tide Media,0,2775,Men's Clothing,ZO0451804518,28.99,0,15.94,sold_product_566042_2775,0,2016-12-12T12:38:53+00:00,Jumper - white/dark blue,28.99,28.99,28.99
7.99,0,1,Tigress Enterprises,0,13071,Women's Accessories,ZO0077900779,7.99,0,4.31,sold_product_587954_13071,0,2016-12-28T21:04:19+00:00,Sunglasses - black,7.99,7.99,7.99
14.99,0,1,Tigress Enterprises,0,11563,Women's Shoes,ZO0000500005,14.99,0,7.5,sold_product_587954_11563,0,2016-12-28T21:04:19+00:00,Trainers - white,14.99,14.99,14.99
16.99,0,1,Pyramidustries active,0,23791,Women's Clothing,ZO0224502245,16.99,0,9.34,sold_product_588016_23791,0,2016-12-28T22:00:29+00:00,Tights - black,16.99,16.99,16.99
41.99,0,1,Crystal Lighting,0,21101,Women's Clothing,ZO0484604846,41.99,0,22.67,sold_product_588016_21101,0,2016-12-28T22:00:29+00:00,Soft shell jacket - grey multicolor,41.99,41.99,41.99
28.99,0,1,Pyramidustries,0,17673,Women's Clothing,ZO0146901469,28.99,0,13.63,sold_product_570040_17673,0,2016-12-15T12:14:24+00:00,Jumpsuit - black,28.99,28.99,28.99
10.99,0,1,Tigress Enterprises,0,17008,Women's Accessories,ZO0092900929,10.99,0,5.6,sold_product_587327_17008,0,2016-12-28T09:43:12+00:00,Clutch - black ,10.99,10.99,10.99
49.99,0,1,Low Tide Media,0,18495,Women's Shoes,ZO0376403764,49.99,0,25.01,sold_product_583083_18495,0,2016-12-25T05:51:22+00:00,Ankle boots - cognac,49.99,49.99,49.99
28.99,0,1,Tigress Enterprises,0,22598,Women's Clothing,ZO0050800508,28.99,0,14.78,sold_product_590927_22598,0,2016-12-31T02:32:38+00:00,Shift dress - black,28.99,28.99,28.99
33.99,0,1,Tigress Enterprises,0,21098,Women's Clothing,ZO0070300703,33.99,0,16.66,sold_product_584875_21098,0,2016-12-26T12:51:50+00:00,Cardigan - red,33.99,33.99,33.99
20.99,0,1,Pyramidustries,0,20284,Women's Clothing,ZO0180501805,20.99,0,10.49,sold_product_584875_20284,0,2016-12-26T12:51:50+00:00,Hoodie - black,20.99,20.99,20.99
28.99,0,1,Oceanavigations,0,19751,Men's Clothing,ZO0298902989,28.99,0,15.36,sold_product_572633_19751,0,2016-12-17T10:17:46+00:00,Print T-shirt - navy,28.99,28.99,28.99
28.99,0,1,Low Tide Media,0,15626,Men's Clothing,ZO0454104541,28.99,0,13.05,sold_product_557921_15626,0,2016-12-06T13:46:34+00:00,Jumper - olive/dark blue,28.99,28.99,28.99
20.99,0,1,Elitelligence,0,12928,Men's Clothing,ZO0523805238,20.99,0,9.66,sold_product_567852_12928,0,2016-12-13T21:36:00+00:00,Shirt - black /grey,20.99,20.99,20.99
64.99,0,1,Low Tide Media,0,1162,Men's Shoes,ZO0404104041,64.99,0,31.85,sold_product_583706_1162,0,2016-12-25T16:30:43+00:00,Cowboy/Biker boots - brown,64.99,64.99,64.99
28.99,0,1,Gnomehouse,0,23005,Women's Clothing,ZO0345203452,28.99,0,13.63,sold_product_583446_23005,0,2016-12-25T12:20:10+00:00,Blouse - navy blazer,28.99,28.99,28.99
18.99,0,1,Pyramidustries,0,14640,Women's Clothing,ZO0147501475,18.99,0,8.93,sold_product_725047_14640,0,2016-12-05T17:34:05+00:00,Trousers - khaki,18.99,18.99,18.99
32.99,0,1,Oceanavigations,0,17431,Men's Clothing,ZO0297702977,32.99,0,17.48,sold_product_574649_17431,0,2016-12-18T23:08:10+00:00,Jumper - black/white,32.99,32.99,32.99
32.99,0,1,Oceanavigations,0,15662,Men's Accessories,ZO0316103161,32.99,0,15.18,sold_product_718072_15662,0,2016-12-03T09:30:14+00:00,Briefcase - black ,32.99,32.99,32.99
24.99,0,1,Low Tide Media,0,12038,Men's Clothing,ZO0457904579,24.99,0,13.74,sold_product_582570_12038,0,2016-12-24T20:42:43+00:00,Sweatshirt - grey multicolor,24.99,24.99,24.99
32.99,0,1,Oceanavigations,0,17772,Women's Clothing,ZO0265902659,32.99,0,17.81,sold_product_550771_17772,0,2016-12-01T07:09:07+00:00,Blouse - Medium Slate Blue,32.99,32.99,32.99
41.99,0,1,Gnomehouse,0,15404,Women's Clothing,ZO0332103321,41.99,0,21.41,sold_product_725995_15404,0,2016-12-11T13:16:19+00:00,Shift dress - Lemon Chiffon,41.99,41.99,41.99
41.99,0,1,Elitelligence,0,14587,Men's Clothing,ZO0538505385,41.99,0,21.83,sold_product_554851_14587,0,2016-12-04T07:10:34+00:00,Summer jacket - black,41.99,41.99,41.99
10.99,0,1,Elitelligence,0,19045,Men's Clothing,ZO0547305473,10.99,0,5.17,sold_product_550810_19045,0,2016-12-01T07:56:38+00:00,Seratonin - Long sleeved top - khaki,10.99,10.99,10.99
32.99,0,1,Oceanavigations,0,12267,Women's Shoes,ZO0242002420,32.99,0,15.84,sold_product_550900_12267,0,2016-12-01T09:21:36+00:00,Sandals - Misty Rose,32.99,32.99,32.99
59.99,0,1,Oceanavigations,0,5921,Women's Shoes,ZO0246102461,59.99,0,31.19,sold_product_580015_5921,0,2016-12-23T00:34:34+00:00,Ankle boots - tan,59.99,59.99,59.99
59.99,0,1,Oceanavigations,0,14517,Women's Shoes,ZO0240802408,59.99,0,30.59,sold_product_550405_14517,0,2016-12-01T00:23:02+00:00,Trainers - rosa,59.99,59.99,59.99
11.99,0,1,Tigress Enterprises,0,14132,Women's Accessories,ZO0083400834,11.99,0,6.35,sold_product_731999_14132,0,2016-12-16T01:07:41+00:00,Scarf - offwhite,11.99,11.99,11.99
41.99,0,1,Low Tide Media,0,15528,Men's Shoes,ZO0393703937,41.99,0,22.67,sold_product_552346_15528,0,2016-12-02T10:42:14+00:00,Lace-ups - black,41.99,41.99,41.99
28.99,0,1,Elitelligence,0,13535,Women's Accessories,ZO0605206052,28.99,0,15.07,sold_product_552346_13535,0,2016-12-02T10:42:14+00:00,Weekend bag - washed black/cognac,28.99,28.99,28.99
29.99,0,1,Tigress Enterprises,0,7459,Women's Shoes,ZO0019300193,29.99,0,15.89,sold_product_571473_7459,0,2016-12-16T13:43:41+00:00,High heeled ankle boots - black,29.99,29.99,29.99
32.99,0,1,Gnomehouse,0,17662,Women's Clothing,ZO0352903529,32.99,0,15.18,sold_product_552413_17662,0,2016-12-02T11:55:41+00:00,Jumper - Navy,32.99,32.99,32.99
21.99,0,1,Spherecords,0,12893,Women's Clothing,ZO0636106361,21.99,0,11.43,sold_product_572124_12893,0,2016-12-17T01:43:41+00:00,Shift dress - black,21.99,21.99,21.99
