customer_id,sex,customer_age,tenure
11413493,male,31,65
1095255,female,31,127
10829329,male,31,73
11479707,male,31,64
10781729,female,31,74
10917431,male,31,72
12434905,female,31,53
11800187,male,31,61
8503677,male,31,102
1082739,female,31,127
11626839,male,31,62
874020,female,31,129
7870625,male,31,105
10488093,male,48,79
876645,male,46,129
11220181,male,38,68
4698255,male,36,115
11788007,male,34,61
10642121,male,30,76
4335667,male,31,117
11435333,male,44,65
94857,male,50,131
8833545,male,28,100
12088195,male,52,58
10420081,male,45,81
4368931,male,86,117
11365949,male,30,66
8379157,male,31,103
9449223,female,31,96
11422215,male,32,65
10234100,male,31,85
10456803,male,36,80
8338141,male,37,103
11191201,male,27,69
10900337,male,43,72
11339363,female,30,66
11422873,male,33,65
11899615,male,33,60
8784349,male,34,101
12209015,female,30,56
12317473,male,25,55
12499165,male,33,53
825559,male,40,129
10549693,male,37,78
12065991,male,32,58
11757193,male,30,61
10333869,male,33,83
11247845,male,36,68
565649,male,58,130
11997262,male,36,59
488817,male,37,130
11369659,male,32,66
825587,male,39,129
11689517,male,34,62
4667159,male,30,115
11001361,male,30,71
7918354,male,37,105
10942813,female,44,72
4796696,male,41,115
12217219,male,31,56
9892631,male,40,91
11573933,male,34,63
11244919,male,28,68
11781469,female,35,61
12274899,male,39,56
5153841,male,35,113
11199895,male,24,69
10959781,female,32,72
11964447,female,29,59
11259857,male,52,68
85617,male,48,131
840553,male,40,129
11489625,male,35,64
10632909,male,25,76
11784316,male,36,61
1119069,male,35,127
9644619,male,28,95
10343445,male,43,82
12500117,male,35,53
11342933,male,27,66
10844755,male,23,73
11679406,male,28,62
5000569,male,47,114
4769717,male,34,115
11857839,male,26,60
4326203,male,48,117
11497801,male,39,64
878213,male,31,129
11484963,male,36,64
12098877,male,46,58
10984211,male,35,71
11642841,male,31,62
11834445,male,29,60
446047,male,41,130
11544281,male,36,63
12510113,male,31,53
4796421,male,52,115
12497345,male,26,53
11831463,male,32,60
12315093,male,38,55
11677267,male,29,62
1074773,male,43,127
10602557,male,44,77
11352340,male,33,66
12166310,male,45,57
11548523,male,29,63
8180851,male,23,104
5107095,male,39,113
11648973,male,25,62
11700619,male,31,62
11745279,male,43,61
10807279,male,29,74
4790401,male,41,115
9192359,male,33,98
11746343,female,43,61
5097533,female,30,113
11932151,male,44,59
10906217,male,38,72
10078859,female,43,88
10654567,male,34,76
11788749,male,31,61
10791963,male,42,74
10200841,male,30,86
10628177,male,29,76
10509037,male,30,79
10831401,male,32,73
8649621,male,33,102
9016735,male,36,99
11760875,male,31,61
4965723,male,47,114
879151,male,43,129
8888047,male,35,100
10273193,male,35,84
9573613,male,31,95
9873759,male,33,92
1134903,male,33,127
8920695,male,25,100
9082745,male,32,99
829829,female,53,129
10712621,male,27,75
10848971,male,48,73
10385641,male,36,82
8531789,male,33,102
9118025,male,34,99
4810701,male,38,115
8834469,male,36,100
10349913,male,30,82
9845563,male,36,92
10606211,male,33,77
9381575,female,52,97
829101,male,42,129
11037355,male,33,71
10819571,female,29,73
10601479,male,36,77
9556617,female,34,95
8631147,male,29,102
5302577,female,38,113
10121979,male,32,87
11698967,female,37,62
8846327,male,39,100
10473393,male,37,80
9063145,female,45,99
11025640,male,30,71
4787446,male,39,115
7965279,male,26,105
9679047,female,53,94
9473835,male,26,96
9487107,male,39,96
9618385,female,56,95
9339589,male,43,97
10885651,male,39,73
10948539,male,32,72
9741053,male,41,94
4951093,female,37,114
5108733,male,65,113
10910739,male,32,72
375406,male,42,130
9420845,male,28,97
9880521,male,37,92
8620255,male,63,102
318885,male,41,130
8603175,female,36,102
8693856,male,39,101
9590399,male,29,95
11123021,male,32,70
5127437,male,42,113
10536729,male,32,78
5106801,male,33,113
10719499,male,26,75
10295397,male,37,83
9427047,male,30,96
11743039,male,26,61
5260801,female,48,113
9142273,male,36,98
5134213,female,35,113
11635337,male,39,62
832445,female,41,129
10363773,male,32,82
818377,male,44,129
8924069,male,40,100
342381,male,36,130
691705,male,58,130
11058327,male,35,70
4201253,male,30,117
4333217,male,49,117
9414951,male,34,97
8635445,male,40,102
5026973,male,31,114
5185481,female,32,113
10337831,male,48,83
4671082,male,38,115
11284931,male,49,67
8034089,female,42,105
8984101,male,35,99
5287499,male,46,113
9116443,male,26,99
10334633,male,31,83
5197572,female,35,113
10270295,female,56,84
10519621,male,41,79
9947623,male,35,90
10127607,male,39,87
11913069,male,31,59
9820055,male,32,93
9573627,male,29,95
10939047,male,28,72
9159283,male,33,98
9917033,male,33,91
4372137,male,42,117
8257515,male,42,104
9234841,male,42,98
9002329,male,32,99
11857489,male,31,60
1079407,male,31,127
11561389,male,31,63
10881871,male,31,73
11582081,male,31,63
1086353,female,31,127
12196247,male,31,56
11196059,female,31,69
11709957,male,31,62
11305721,male,31,67
12465257,male,31,53
11433107,female,31,65
11860429,female,31,60
10349101,male,31,82
11826199,male,31,60
8751981,male,31,101
9328949,male,31,97
12265337,male,31,56
8228255,female,31,104
85855,male,31,131
842709,male,31,129
9643711,male,31,95
12202127,male,31,56
12066068,male,31,58
10515561,male,23,79
10907267,male,13,72
549605,male,36,130
11715739,male,33,62
12276369,male,36,56
10164819,male,36,87
11591223,male,27,63
4920839,male,32,114
1123899,male,36,127
12442773,male,27,53
10687145,male,28,75
12204885,male,39,56
10689889,male,31,75
10041633,male,33,89
10717595,male,31,75
11366243,male,27,66
10075572,male,39,88
12291811,female,70,55
12043955,male,44,58
64029,female,70,131
10454969,male,36,80
11075099,male,36,70
848659,male,47,129
11664952,male,29,62
5096385,male,49,113
88711,male,40,131
11059923,male,30,70
11531261,male,35,64
11138043,male,21,70
11646033,male,31,62
11963525,male,26,59
12176703,male,35,57
11887001,male,26,60
11604005,male,30,63
11119801,male,24,70
89271,male,40,131
10558177,male,36,78
11247299,male,30,68
10212377,male,31,86
11788943,male,66,61
11814397,female,29,60
4780363,male,35,115
1073247,male,42,127
828520,female,40,129
10199315,male,46,86
10218817,male,34,85
1125285,male,37,127
12492459,female,39,53
10860353,male,31,73
36888,male,40,131
11443215,male,27,65
12262341,male,29,56
9585121,male,50,95
11121971,male,40,70
11615135,male,33,63
12297201,male,24,55
10653573,female,43,76
9511047,male,30,96
1037757,male,40,127
11375553,female,34,66
11702453,female,32,62
12316493,male,42,55
11735661,male,32,61
10598618,male,34,77
4826283,male,35,114
11536721,male,30,64
12437859,male,31,53
12288773,female,44,55
8899149,male,28,100
11861521,male,35,60
11702971,female,46,62
4960333,male,45,114
11903115,male,29,60
11154969,male,30,69
821667,male,34,129
11723677,female,27,61
11980269,male,32,59
5180819,male,34,113
8425207,male,28,103
11022557,male,28,71
10327667,male,25,83
10556427,male,28,78
9654043,male,37,95
8182486,male,27,104
10775033,male,28,74
10970085,male,30,71
8886087,male,31,100
11776894,male,46,61
9936185,female,45,91
11221525,male,36,68
11201586,male,36,69
4369519,male,31,117
4640825,male,33,115
4880295,male,36,114
12297425,male,35,55
11926607,male,32,59
11871461,female,28,60
11519301,male,35,64
526869,male,46,130
10249337,female,41,85
8427643,female,30,103
10016433,male,38,89
9707803,male,40,94
11064193,male,44,70
9484503,female,38,96
10781463,male,37,74
1082165,male,38,127
8465275,male,30,103
1073149,male,51,127
9664641,male,34,95
5188813,male,41,113
4995165,male,41,114
9194381,male,30,98
8477791,male,38,103
91413,male,48,131
828331,male,45,129
10762199,male,30,74
9031729,male,30,99
8060465,male,41,105
8267763,male,13,104
4266031,male,77,117
11362169,male,32,66
10747919,female,38,74
11334071,male,34,66
8918595,male,34,100
10161137,female,32,87
10855045,male,35,73
247709,male,45,130
8918049,female,32,100
10392207,male,34,81
30667,male,50,131
9580599,male,41,95
10491635,male,25,79
184331,female,41,130
8136135,male,29,104
854707,male,44,129
9448831,male,38,96
12024495,female,31,58
1032521,male,42,127
10863349,male,35,73
8285571,female,58,104
836731,male,36,129
11453995,male,47,64
8881145,male,31,100
12205025,male,47,56
5289571,male,38,113
10239747,female,29,85
9777481,male,47,93
9821147,female,48,93
5137741,male,32,113
4703503,female,40,115
854147,male,47,129
11654097,female,29,62
10878342,male,34,73
31675,male,44,131
9282749,female,46,98
9337335,female,39,97
9096969,male,31,99
9204321,male,35,98
5032741,male,35,114
9499259,male,33,96
9757993,female,48,94
8308951,male,45,104
10897775,male,32,72
9660928,male,31,95
8960035,male,34,99
464499,male,48,130
1115121,male,38,127
9874921,male,41,92
5277898,male,31,113
9177889,female,30,98
5185915,male,30,113
8306199,female,33,104
181979,male,45,130
10665669,male,31,76
10130477,female,30,87
10856909,male,48,73
399651,male,38,130
9396765,male,30,97
8994802,male,37,99
1110879,male,37,127
4861577,male,37,114
8390375,female,29,103
10162341,female,44,87
8733627,male,35,101
10072629,male,33,88
8792548,male,37,101
10235645,male,33,85
4351515,male,27,117
4290419,female,33,117
10488891,male,40,79
9566529,male,39,95
8270017,male,44,104
11270637,male,55,68
4880631,male,30,114
4335737,male,37,117
4263357,male,28,117
10231753,male,28,85
10325819,male,56,83
9433907,male,30,96
9448929,male,29,96
11120361,male,29,70
7913703,male,41,105
12052537,male,31,58
12163067,male,31,57
10750775,male,31,74
8261351,female,31,104
10487435,male,31,79
1085427,male,31,127
12108649,male,31,57
12351395,male,31,55
12239409,male,31,56
11856957,male,31,60
10048409,female,31,89
8384201,male,31,103
11763745,male,31,61
11305707,male,31,67
10754023,male,31,74
11464173,male,31,64
8381429,female,31,103
9695749,male,31,94
1134497,male,31,127
11915197,male,31,59
853041,male,31,129
7887481,male,31,105
11571469,male,31,63
11558778,male,35,63
11662427,male,36,62
8003765,male,37,105
9111641,female,32,99
10485312,male,32,79
9146613,male,29,98
10173863,male,34,86
1098349,male,27,127
5199355,male,46,113
10620218,female,32,76
9294873,male,29,97
5084527,male,62,113
8659175,male,29,102
10931417,male,32,72
8050903,male,40,105
11875913,male,29,60
12403965,male,29,54
11067679,male,29,70
10774127,male,34,74
822269,male,40,129
4198957,male,35,117
861483,male,55,129
4954103,female,36,114
11211053,male,50,69
8157303,male,24,104
4735437,male,54,115
11120165,male,27,70
11936407,male,24,59
11344837,male,27,66
11618173,male,30,63
11248727,female,49,68
9945957,female,34,90
10831625,male,32,73
11367881,male,30,66
11194729,male,39,69
11756157,male,29,61
10926349,male,33,72
10587213,male,33,77
11666641,male,28,62
11697455,female,33,62
1031779,male,37,127
855925,male,35,129
12408529,male,25,54
11142495,male,41,69
9918069,male,27,91
8594971,male,35,102
8984605,female,32,99
12331683,male,27,55
10462039,male,33,80
11526263,male,32,64
10092369,male,35,88
11435137,female,46,65
11546381,female,40,63
229985,male,41,130
11501511,male,48,64
427231,male,34,130
413763,male,42,130
9718513,male,29,94
10849461,female,33,73
9760303,male,36,94
10734759,male,27,75
9171897,male,30,98
11356121,male,33,66
10269889,female,52,84
12369195,male,29,54
10524003,male,33,78
11807789,male,31,60
11229505,male,32,68
8237075,male,58,104
11884072,male,33,60
11954341,male,23,59
10723965,male,40,75
11941853,female,28,59
9257969,male,31,98
9059715,male,36,99
814457,male,35,129
10217969,male,37,85
11481253,male,39,64
8770783,male,29,101
5056919,male,45,114
11416895,female,36,65
8550934,female,34,102
12129425,male,28,57
4376603,male,41,117
11644549,male,30,62
11715221,male,43,62
4159309,female,40,117
11171643,male,49,69
11789236,male,30,61
11774945,male,32,61
10666845,male,31,76
8164051,male,56,104
11468415,male,35,64
12065963,male,27,58
4277175,male,34,117
11155921,male,35,69
10060043,male,27,88
12113465,male,32,57
8398901,male,33,103
5028765,male,31,114
5219473,female,33,113
10586415,female,39,77
8219883,male,55,104
9912035,male,33,91
12515433,male,29,53
12111267,female,28,57
11096323,male,29,70
12513683,female,43,53
10314185,female,35,83
12273527,male,24,56
11905929,male,28,60
10447731,male,28,80
11773042,female,27,61
11600687,male,26,63
10786377,male,27,74
11582165,male,35,63
10524891,male,38,78
4978502,male,43,114
4912369,male,36,114
10198139,female,31,86
10460471,female,50,80
12191375,male,30,57
11645137,male,36,62
11844973,male,30,60
10933209,male,45,72
11868493,male,29,60
10418177,female,58,81
9639203,male,46,95
8556121,male,34,102
11284968,female,30,67
9839319,male,48,93
11955977,female,25,59
12126835,male,27,57
5247473,male,38,113
538377,male,34,130
9716077,male,45,94
5267423,male,30,113
8815401,male,44,101
8878401,male,28,100
9801379,female,35,93
5171467,female,34,113
12243721,male,28,56
12479999,male,32,53
10554075,male,24,78
1043175,male,37,127
9190643,male,28,98
9164771,male,54,98
10538857,male,29,78
8167607,male,31,104
141673,male,35,130
9831815,male,31,93
12420653,male,35,54
10561005,female,27,78
8469041,male,31,103
12079403,male,34,58
4738461,male,34,115
10004477,female,38,89
455651,male,42,130
11721031,female,26,61
10549777,male,30,78
8119237,male,48,104
9184595,male,47,98
8896783,male,38,100
1099147,male,35,127
5143747,male,34,113
4271295,male,34,117
752899,male,49,129
9084329,male,32,99
11168689,male,26,69
9801771,female,30,93
4743039,male,28,115
9114441,male,35,99
5033903,male,31,114
4343087,male,32,117
10005345,female,31,89
10164189,male,31,87
9470601,female,55,96
8938727,male,25,100
10141327,male,30,87
11683791,male,46,62
868329,female,49,129
9811193,male,47,93
8938223,male,40,100
774669,male,43,129
8554917,male,37,102
11685121,male,34,62
4172861,male,38,117
10308165,male,28,83
4766783,male,35,115
1047501,male,40,127
9210467,male,33,98
10998001,male,36,71
1034341,male,36,127
9705171,female,31,94
1110053,male,37,127
10434753,female,42,81
8295231,male,26,104
11952857,male,58,59
9691213,male,32,94
9794295,female,41,93
5007233,male,36,114
439481,male,34,130
5301877,male,31,113
9715223,male,41,94
5083351,female,41,113
10112053,male,35,88
263571,male,39,130
12505801,female,26,53
10867857,male,29,73
10200183,male,34,86
1031947,male,45,127
8064119,female,31,105
11271351,male,39,68
10898111,male,28,72
9927071,male,43,91
10663821,male,35,76
9875271,male,34,92
4726799,male,28,115
11648427,female,29,62
4880309,male,35,114
11560780,female,30,63
604905,male,43,130
8071301,female,48,105
4907735,male,43,114
9302237,male,30,97
10880121,male,51,73
11804555,male,30,61
8089991,male,49,105
5174407,male,40,113
10395707,male,28,81
8246231,female,48,104
11660145,male,29,62
8432571,male,31,103
11050235,male,40,70
4751119,male,32,115
4742283,male,53,115
11491809,male,26,64
8924783,male,39,100
5239549,female,44,113
10453751,female,36,80
12336233,male,29,55
4279877,male,39,117
8297093,female,31,104
4320589,male,35,117
10512047,male,33,79
7874752,male,39,105
11428865,male,33,65
8332765,male,29,103
10987487,female,55,71
9001629,male,36,99
9507211,male,36,96
11416419,male,38,65
12152375,male,31,57
11267235,male,31,68
12102139,female,31,58
11748667,female,31,61
9784103,male,31,93
10972857,male,31,71
1124165,male,31,127
7993629,male,31,105
8990373,male,34,99
11202695,male,32,69
4664247,male,38,115
10598595,male,44,77
12355917,male,28,54
11332391,male,28,66
11390295,male,32,65
814807,male,38,129
8775375,male,32,101
12107753,male,31,57
12236219,male,24,56
11346965,female,31,66
9659125,male,42,95
10404443,male,28,81
9710099,male,42,94
11952899,male,37,59
4893260,male,45,114
12400409,female,28,54
10635961,male,37,76
11476717,male,34,64
11351543,female,26,66
10200631,male,27,86
11808489,male,27,60
10558107,male,40,78
12460525,male,28,53
95795,male,38,131
12448317,male,34,53
12244057,male,29,56
10349339,male,30,82
11071963,male,29,70
8667001,male,23,102
11445441,male,28,65
12239969,male,29,56
11965261,male,33,59
11067385,male,34,70
8292893,female,53,104
10456015,male,34,80
5166217,male,35,113
11686241,male,41,62
11817589,male,26,60
10589285,male,27,77
4881975,male,48,114
10466589,male,35,80
5303011,male,42,113
10847109,male,24,73
12049359,male,29,58
11913979,male,37,59
10350907,male,41,82
5127129,male,37,113
11555705,male,28,63
9615137,male,30,95
1067899,male,39,127
9054213,male,31,99
4874625,male,31,114
5188589,male,48,113
11441437,male,32,65
11826913,male,29,60
722379,male,49,130
629391,male,40,130
10655253,male,30,76
10054233,female,33,88
10588879,male,30,77
5211031,male,39,113
10704547,female,35,75
11054869,male,26,70
9235289,female,36,98
11321009,male,29,67
8436323,male,25,103
12404973,male,28,54
9158779,male,29,98
11164923,male,30,69
9882929,male,30,92
5135193,male,37,113
11870117,male,41,60
12040525,male,29,58
10137575,male,33,87
11170733,female,34,69
10083549,male,26,88
4835971,male,33,114
11332979,male,51,66
10813016,male,27,74
12442507,male,27,53
12033511,female,27,58
11053959,male,42,70
11737579,male,35,61
10646363,male,71,76
10525627,male,53,78
10709489,male,28,75
9702637,male,41,94
4648749,male,49,115
11635449,male,36,62
10623347,male,29,76
11177677,male,37,69
9526891,male,39,96
11019561,male,27,71
5094243,female,29,113
9177091,male,32,98
11384331,male,28,65
11290111,male,33,67
11405317,male,27,65
11218767,male,32,69
12004951,male,32,59
8012795,male,29,105
4359663,male,40,117
12319769,male,45,55
9761955,male,48,94
12114445,male,30,57
10575747,male,31,77
10620995,female,31,76
11539129,female,51,63
106519,male,39,130
8212043,male,55,104
11362953,male,29,66
10173723,female,44,86
11832471,male,31,60
11664373,female,29,62
10364893,male,33,82
10580031,male,32,77
8449007,female,34,103
5064829,male,33,114
11816287,male,29,60
7975331,female,32,105
11610193,male,37,63
9822225,male,39,93
8945181,male,30,100
5110049,female,46,113
10075065,male,31,88
4776093,male,41,115
29561,male,44,131
8815793,female,33,101
4365725,male,38,117
9924579,male,58,91
8795820,female,29,101
8928619,male,32,100
10719415,male,41,75
10235687,female,44,85
4855907,male,37,114
8396997,male,30,103
4181877,male,70,117
11200917,male,29,69
12378821,male,31,54
1061445,male,37,127
9566599,male,51,95
8584947,male,46,102
11823315,male,37,60
4731265,male,35,115
9217705,male,32,98
9065155,male,38,99
10553347,male,38,78
839839,male,40,129
10730825,male,28,75
1037071,male,30,127
8784755,male,26,101
10139059,male,27,87
9639967,male,27,95
9389329,male,31,97
192577,male,46,130
5237995,male,36,113
9385747,male,30,97
7974057,male,45,105
10894107,male,37,72
8210111,male,45,104
5153239,female,46,113
4935455,female,48,114
4266689,male,30,117
8545873,female,34,102
10107363,female,46,88
10226027,male,42,85
10105529,male,34,88
309449,female,47,130
9851331,male,28,92
4957197,male,32,114
4822223,female,47,114
829087,male,38,129
8705049,female,43,101
1053913,male,39,127
11134347,female,27,70
12266345,male,28,56
4355155,female,42,117
10913483,female,37,72
1081577,male,30,127
10174829,male,38,86
10032743,male,32,89
80367,male,56,131
8472065,female,32,103
680911,male,35,130
10058517,male,35,88
8841080,female,38,100
10872141,male,28,73
9211615,male,34,98
4258261,male,51,117
4765747,male,54,115
8556219,female,68,102
11372613,female,39,66
5019357,male,43,114
10578827,male,42,77
10371445,male,32,82
10817681,male,29,74
8030407,male,37,105
4906559,male,43,114
9337517,male,33,97
8968029,male,33,99
9531067,male,33,96
4240047,female,34,117
10087357,female,30,88
7862379,female,43,105
9090949,male,45,99
8264529,male,26,104
4306897,male,32,117
10870307,female,29,73
11921749,male,47,59
11774063,female,33,61
11067399,male,31,70
11362407,male,31,66
11477753,female,31,64
11801587,male,31,61
8622929,female,31,102
10129525,male,31,87
10742053,male,31,75
10551835,male,31,78
12385737,male,31,54
12147345,male,31,57
9414391,male,31,97
10470033,male,31,80
12017369,male,31,58
12501293,male,31,53
1029203,male,31,127
8503257,male,31,102
8636617,male,31,102
8040305,male,31,105
11787013,male,37,61
11740813,male,40,61
12156585,male,28,57
1082697,male,33,127
11756381,male,38,61
12188267,male,49,57
12149403,male,27,57
11111289,male,25,70
11987115,male,42,59
12275795,male,43,56
11766825,male,35,61
11448325,male,26,64
10189795,male,31,86
11540109,male,32,63
10640259,male,29,76
12055813,male,36,58
5117280,male,55,113
9645461,male,63,95
207977,male,42,130
12202337,male,30,56
9104081,male,36,99
8290023,UKNOWN,24,104
8330111,male,29,103
23205,male,41,131
11526907,male,29,64
11779033,male,27,61
1032703,male,34,127
11222169,female,28,68
4345789,male,39,117
11534383,male,44,64
549241,male,42,130
11764837,male,30,61
9848531,male,38,92
5281745,male,42,113
12405183,male,28,54
10476053,male,40,80
10663247,male,27,76
10297413,male,40,83
5168429,male,39,113
11788091,female,52,61
8906877,male,49,100
9974209,male,25,90
12317417,male,31,55
11704147,female,31,62
11481099,male,34,64
11217479,female,33,69
11191733,male,33,69
12238513,male,43,56
11565743,male,36,63
9892463,male,32,91
9919889,female,31,91
11198845,male,31,69
8812671,male,36,101
11277413,male,33,67
9193765,male,30,98
11654727,male,31,62
11412807,male,29,65
11083667,female,30,70
10365341,male,37,82
10370241,male,28,82
11402993,male,25,65
8366211,male,33,103
11481029,male,33,64
10495793,female,30,79
11716861,male,35,62
12369228,male,32,54
11628491,female,48,62
12047721,male,62,58
11963595,male,27,59
11676361,male,29,62
12046167,male,25,58
5020421,male,19,114
11808727,male,27,60
9773099,male,35,94
8589287,female,35,102
12514691,male,31,53
12397637,male,37,54
11278435,male,30,67
10609067,male,37,77
9929941,male,28,91
10862677,male,33,73
11506915,male,27,64
9007775,male,33,99
10239271,male,32,85
8242143,female,34,104
12293365,male,32,55
4368455,male,35,117
12096175,male,34,58
9870819,female,31,92
11323053,male,28,67
11601695,male,26,63
10674153,male,27,76
12265225,male,25,56
10726947,male,27,75
11644633,female,34,62
11747715,male,29,61
11464887,male,34,64
11350983,male,49,66
10676169,male,35,76
10041717,male,39,89
12122889,male,30,57
10662967,male,44,76
11362281,male,38,66
12513403,male,44,53
8700727,male,31,101
4656841,male,36,115
10276682,male,37,84
4916331,male,27,114
10358187,female,30,82
10198251,male,33,86
5081979,male,28,113
8755019,male,32,101
4715795,male,41,115
7893347,male,52,105
10518235,male,31,79
4652165,female,39,115
4333245,male,37,117
5107291,male,44,113
10289461,male,36,84
9000705,male,46,99
1093491,male,48,127
9849399,male,43,92
222747,male,43,130
11137175,male,27,70
12237631,male,45,56
9746961,male,24,94
4200049,male,38,117
12242797,male,27,56
11770647,male,31,61
5234425,male,44,113
804951,female,38,129
9059113,male,29,99
1080611,male,45,127
4345705,male,56,117
8819265,male,31,101
8768487,male,32,101
8385629,male,44,103
9542561,male,29,95
9992451,male,28,89
8957949,male,41,100
9948771,female,37,90
10593513,male,38,77
10667489,male,26,76
11819493,male,26,60
9690293,male,32,94
11945577,male,30,59
9063649,female,35,99
5154387,male,38,113
10343431,male,30,82
9998177,male,27,89
581469,male,45,130
7978355,male,41,105
10406543,male,25,81
8434321,male,32,103
9037315,male,46,99
10556329,male,32,78
4725441,male,45,115
861917,female,48,129
9924719,male,33,91
1133391,male,37,127
9773631,male,49,94
10391619,female,39,81
9897433,male,24,91
1037407,female,40,127
9305275,male,31,97
9192379,male,25,98
10159735,male,34,87
10439835,male,40,80
11878349,female,26,60
8645959,male,40,102
11099319,female,50,70
852103,male,35,129
9406677,male,26,97
4157979,male,39,117
9689743,male,40,94
8544823,female,36,102
5072865,male,33,113
5073145,male,46,113
7935039,male,33,105
9248141,male,32,98
10604405,male,33,77
4968397,female,40,114
4838166,male,35,114
1097719,female,52,127
793205,male,38,129
9988788,male,37,90
4277105,male,43,117
238511,male,44,130
11516323,female,53,64
4826773,male,38,114
10969161,male,29,71
9754199,male,35,94
9007498,male,41,99
12017649,male,26,58
4365389,male,35,117
9887566,male,35,92
10743691,male,29,75
11136755,male,25,70
9544493,male,33,95
9477517,male,39,96
7992607,male,29,105
11441059,female,30,65
10619833,female,32,76
4956175,female,41,114
9874389,female,40,92
4819353,male,12,114
10668721,male,31,76
8142029,female,25,104
9770940,male,59,94
12048113,male,33,58
9506833,male,53,96
4759741,male,33,115
10927259,male,32,72
1037099,male,43,127
9131297,male,47,99
10059553,male,34,88
9388337,male,36,97
9683667,male,44,94
4193819,male,42,117
12257301,female,31,56
12310375,male,31,55
12116083,male,31,57
12127521,male,31,57
1081983,male,31,127
12288871,male,31,55
10246579,male,31,85
