customer_id,sex,customer_age,tenure
11365949,Male,30.0,66
8379157,Male,31.0,103
9449223,Female,31.0,96
11422215,Male,32.0,65
10234100,Male,31.0,85
10456803,Male,36.0,80
8338141,Male,37.0,103
11191201,Male,27.0,69
10900337,Male,43.0,72
11339363,Female,30.0,66
11422873,Male,33.0,65
11899615,Male,33.0,60
8784349,Male,34.0,101
12209015,Female,30.0,56
12317473,Male,25.0,55
12499165,Male,33.0,53
825559,Male,40.0,129
10549693,Male,37.0,78
12065991,Male,32.0,58
11757193,Male,30.0,61
10333869,Male,33.0,83
11247845,Male,36.0,68
565649,Male,58.0,130
11997262,Male,36.0,59
488817,Male,37.0,130
11369659,Male,32.0,66
825587,Male,39.0,129
11689517,Male,34.0,62
4667159,Male,30.0,115
11001361,Male,30.0,71
7918354,Male,37.0,105
10942813,Female,44.0,72
4796696,Male,41.0,115
12217219,Male,31.0,56
9892631,Male,40.0,91
11573933,Male,34.0,63
11244919,Male,28.0,68
11781469,Female,35.0,61
12274899,Male,39.0,56
5153841,Male,35.0,113
11199895,Male,24.0,69
10959781,Female,32.0,72
11964447,Female,29.0,59
11259857,Male,52.0,68
85617,Male,48.0,131
840553,Male,40.0,129
11489625,Male,35.0,64
10632909,Male,25.0,76
11784316,Male,36.0,61
1119069,Male,35.0,127
9644619,Male,28.0,95
10343445,Male,43.0,82
12500117,Male,35.0,53
11342933,Male,27.0,66
10844755,Male,23.0,73
11679406,Male,28.0,62
5000569,Male,47.0,114
4769717,Male,34.0,115
11857839,Male,26.0,60
4326203,Male,48.0,117
11497801,Male,39.0,64
878213,Male,31.0,129
11484963,Male,36.0,64
12098877,Male,46.0,58
10984211,Male,35.0,71
11642841,Male,31.0,62
11834445,Male,29.0,60
446047,Male,41.0,130
11544281,Male,36.0,63
12510113,Male,31.0,53
4796421,Male,52.0,115
12497345,Male,26.0,53
11831463,Male,32.0,60
12315093,Male,38.0,55
11677267,Male,29.0,62
1074773,Male,43.0,127
10602557,Male,44.0,77
11352340,Male,33.0,66
12166310,Male,45.0,57
11548523,Male,29.0,63
8180851,Male,23.0,104
5107095,Male,39.0,113
11648973,Male,25.0,62
11700619,Male,31.0,62
11745279,Male,43.0,61
10807279,Male,29.0,74
4790401,Male,41.0,115
9192359,Male,33.0,98
11746343,Female,43.0,61
5097533,Female,30.0,113
11932151,Male,44.0,59
10906217,Male,38.0,72
10078859,Female,43.0,88
10654567,Male,34.0,76
11788749,Male,31.0,61
10791963,Male,42.0,74
10200841,Male,30.0,86
10628177,Male,29.0,76
10509037,Male,30.0,79
10831401,Male,32.0,73
8649621,Male,33.0,102
9016735,Male,36.0,99
11760875,Male,31.0,61
4965723,Male,47.0,114
879151,Male,43.0,129
8888047,Male,35.0,100
10273193,Male,35.0,84
9573613,Male,31.0,95
9873759,Male,33.0,92
1134903,Male,33.0,127
8920695,Male,25.0,100
9082745,Male,32.0,99
829829,Female,53.0,129
10712621,Male,27.0,75
10848971,Male,48.0,73
10385641,Male,36.0,82
8531789,Male,33.0,102
9118025,Male,34.0,99
4810701,Male,38.0,115
8834469,Male,36.0,100
10349913,Male,30.0,82
9845563,Male,36.0,92
10606211,Male,33.0,77
9381575,Female,52.0,97
829101,Male,42.0,129
11037355,Male,33.0,71
10819571,Female,29.0,73
10601479,Male,36.0,77
9556617,Female,34.0,95
8631147,Male,29.0,102
5302577,Female,38.0,113
10121979,Male,32.0,87
11698967,Female,37.0,62
8846327,Male,39.0,100
10473393,Male,37.0,80
9063145,Female,45.0,99
11025640,Male,30.0,71
4787446,Male,39.0,115
7965279,Male,26.0,105
9679047,Female,53.0,94
9473835,Male,26.0,96
9487107,Male,39.0,96
9618385,Female,56.0,95
9339589,Male,43.0,97
10885651,Male,39.0,73
10948539,Male,32.0,72
9741053,Male,41.0,94
4951093,Female,37.0,114
5108733,Male,65.0,113
10910739,Male,32.0,72
375406,Male,42.0,130
9420845,Male,28.0,97
9880521,Male,37.0,92
8620255,Male,63.0,102
318885,Male,41.0,130
8603175,Female,36.0,102
8693856,Male,39.0,101
9590399,Male,29.0,95
11123021,Male,32.0,70
5127437,Male,42.0,113
10536729,Male,32.0,78
5106801,Male,33.0,113
10719499,Male,26.0,75
10295397,Male,37.0,83
9427047,Male,30.0,96
11743039,Male,26.0,61
5260801,Female,48.0,113
9142273,Male,36.0,98
5134213,Female,35.0,113
11635337,Male,39.0,62
832445,Female,41.0,129
10363773,Male,32.0,82
818377,Male,44.0,129
8924069,Male,40.0,100
342381,Male,36.0,130
691705,Male,58.0,130
11058327,Male,35.0,70
4201253,Male,30.0,117
4333217,Male,49.0,117
9414951,Male,34.0,97
8635445,Male,40.0,102
5026973,Male,31.0,114
5185481,Female,32.0,113
10337831,Male,48.0,83
4671082,Male,38.0,115
11284931,Male,49.0,67
8034089,Female,42.0,105
8984101,Male,35.0,99
5287499,Male,46.0,113
9116443,Male,26.0,99
10334633,Male,31.0,83
5197572,Female,35.0,113
10270295,Female,56.0,84
10519621,Male,41.0,79
9947623,Male,35.0,90
10127607,Male,39.0,87
11913069,Male,31.0,59
9820055,Male,32.0,93
9573627,Male,29.0,95
10939047,Male,28.0,72
9159283,Male,33.0,98
9917033,Male,33.0,91
4372137,Male,42.0,117
8257515,Male,42.0,104
9234841,Male,42.0,98
9002329,Male,32.0,99
11857489,Male,123.0,60
1079407,Male,123.0,127
11561389,Male,123.0,63
10881871,Male,123.0,73
11582081,Male,123.0,63
1086353,Female,123.0,127
12196247,Male,123.0,56
11196059,Female,123.0,69
11709957,Male,123.0,62
11305721,Male,123.0,67
12465257,Male,123.0,53
11433107,Female,123.0,65
11860429,Female,123.0,60
10349101,Male,123.0,82
11826199,Male,123.0,60
8751981,Male,123.0,101
9328949,Male,123.0,97
12265337,Male,123.0,56
8228255,Female,123.0,104
85855,Male,123.0,131
842709,Male,123.0,129
9643711,Male,123.0,95
12202127,Male,123.0,56
12066068,Male,31.0,58
10515561,Male,23.0,79
10907267,Male,13.0,72
549605,Male,36.0,130
11715739,Male,33.0,62
12276369,Male,36.0,56
10164819,Male,36.0,87
11591223,Male,27.0,63
4920839,Male,32.0,114
1123899,Male,36.0,127
12442773,Male,27.0,53
10687145,Male,28.0,75
12204885,Male,39.0,56
10689889,Male,31.0,75
10041633,Male,33.0,89
10717595,Male,31.0,75
11366243,Male,27.0,66
10075572,Male,39.0,88
12291811,Female,70.0,55
12043955,Male,44.0,58
64029,Female,70.0,131
10454969,Male,36.0,80
11075099,Male,36.0,70
848659,Male,47.0,129
11664952,Male,29.0,62
5096385,Male,49.0,113
88711,Male,40.0,131
11059923,Male,30.0,70
11531261,Male,35.0,64
11138043,Male,21.0,70
11646033,Male,31.0,62
11963525,Male,26.0,59
12176703,Male,35.0,57
11887001,Male,26.0,60
11604005,Male,30.0,63
11119801,Male,24.0,70
89271,Male,40.0,131
10558177,Male,36.0,78
11247299,Male,30.0,68
10212377,Male,31.0,86
11788943,Male,66.0,61
11814397,Female,29.0,60
4780363,Male,35.0,115
1073247,Male,42.0,127
828520,Female,40.0,129
10199315,Male,46.0,86
10218817,Male,34.0,85
1125285,Male,37.0,127
12492459,Female,39.0,53
10860353,Male,31.0,73
36888,Male,40.0,131
11443215,Male,27.0,65
12262341,Male,29.0,56
9585121,Male,50.0,95
11121971,Male,40.0,70
11615135,Male,33.0,63
12297201,Male,24.0,55
10653573,Female,43.0,76
9511047,Male,30.0,96
1037757,Male,40.0,127
11375553,Female,34.0,66
11702453,Female,32.0,62
12316493,Male,42.0,55
11735661,Male,32.0,61
10598618,Male,34.0,77
4826283,Male,35.0,114
11536721,Male,30.0,64
12437859,Male,31.0,53
12288773,Female,44.0,55
8899149,Male,28.0,100
11861521,Male,35.0,60
11702971,Female,46.0,62
4960333,Male,45.0,114
11903115,Male,29.0,60
11154969,Male,30.0,69
821667,Male,34.0,129
11723677,Female,27.0,61
11980269,Male,32.0,59
5180819,Male,34.0,113
8425207,Male,28.0,103
11022557,Male,28.0,71
10327667,Male,25.0,83
10556427,Male,28.0,78
9654043,Male,37.0,95
8182486,Male,27.0,104
10775033,Male,28.0,74
10970085,Male,30.0,71
8886087,Male,31.0,100
11776894,Male,46.0,61
9936185,Female,45.0,91
11221525,Male,36.0,68
11201586,Male,36.0,69
4369519,Male,31.0,117
4640825,Male,33.0,115
4880295,Male,36.0,114
12297425,Male,35.0,55
11926607,Male,32.0,59
11871461,Female,28.0,60
11519301,Male,35.0,64
526869,Male,46.0,130
10249337,Female,41.0,85
8427643,Female,30.0,103
10016433,Male,38.0,89
9707803,Male,40.0,94
11064193,Male,44.0,70
9484503,Female,38.0,96
10781463,Male,37.0,74
1082165,Male,38.0,127
8465275,Male,30.0,103
1073149,Male,51.0,127
9664641,Male,34.0,95
5188813,Male,41.0,113
4995165,Male,41.0,114
9194381,Male,30.0,98
8477791,Male,38.0,103
91413,Male,48.0,131
828331,Male,45.0,129
10762199,Male,30.0,74
9031729,Male,30.0,99
8060465,Male,41.0,105
8267763,Male,13.0,104
4266031,Male,77.0,117
11362169,Male,32.0,66
10747919,Female,38.0,74
11334071,Male,34.0,66
8918595,Male,34.0,100
10161137,Female,32.0,87
10855045,Male,35.0,73
247709,Male,45.0,130
8918049,Female,32.0,100
10392207,Male,34.0,81
30667,Male,50.0,131
9580599,Male,41.0,95
10491635,Male,25.0,79
184331,Female,41.0,130
8136135,Male,29.0,104
854707,Male,44.0,129
9448831,Male,38.0,96
12024495,Female,31.0,58
1032521,Male,42.0,127
10863349,Male,35.0,73
8285571,Female,58.0,104
836731,Male,36.0,129
11453995,Male,47.0,64
8881145,Male,31.0,100
12205025,Male,47.0,56
5289571,Male,38.0,113
10239747,Female,29.0,85
9777481,Male,47.0,93
9821147,Female,48.0,93
5137741,Male,32.0,113
4703503,Female,40.0,115
854147,Male,47.0,129
11654097,Female,29.0,62
10878342,Male,34.0,73
31675,Male,44.0,131
9282749,Female,46.0,98
9337335,Female,39.0,97
9096969,Male,31.0,99
9204321,Male,35.0,98
5032741,Male,35.0,114
9499259,Male,33.0,96
9757993,Female,48.0,94
8308951,Male,45.0,104
10897775,Male,32.0,72
9660928,Male,31.0,95
8960035,Male,34.0,99
464499,Male,48.0,130
1115121,Male,38.0,127
9874921,Male,41.0,92
5277898,Male,31.0,113
9177889,Female,30.0,98
5185915,Male,30.0,113
8306199,Female,33.0,104
181979,Male,45.0,130
10665669,Male,31.0,76
10130477,Female,30.0,87
10856909,Male,48.0,73
399651,Male,38.0,130
9396765,Male,30.0,97
8994802,Male,37.0,99
1110879,Male,37.0,127
4861577,Male,37.0,114
8390375,Female,29.0,103
10162341,Female,44.0,87
8733627,Male,35.0,101
10072629,Male,33.0,88
8792548,Male,37.0,101
10235645,Male,33.0,85
4351515,Male,27.0,117
4290419,Female,33.0,117
10488891,Male,40.0,79
9566529,Male,39.0,95
8270017,Male,44.0,104
11270637,Male,55.0,68
4880631,Male,30.0,114
4335737,Male,37.0,117
4263357,Male,28.0,117
10231753,Male,28.0,85
10325819,Male,56.0,83
9433907,Male,30.0,96
9448929,Male,29.0,96
11120361,Male,29.0,70
7913703,Male,41.0,105
12052537,Male,123.0,58
12163067,Male,123.0,57
10750775,Male,123.0,74
8261351,Female,123.0,104
10487435,Male,123.0,79
1085427,Male,123.0,127
12108649,Male,123.0,57
12351395,Male,123.0,55
12239409,Male,123.0,56
11856957,Male,123.0,60
10048409,Female,123.0,89
8384201,Male,123.0,103
11763745,Male,123.0,61
11305707,Male,123.0,67
10754023,Male,123.0,74
11464173,Male,123.0,64
8381429,Female,123.0,103
9695749,Male,123.0,94
1134497,Male,123.0,127
11915197,Male,123.0,59
853041,Male,123.0,129
7887481,Male,123.0,105
11571469,Male,123.0,63
11558778,Male,35.0,63
11662427,Male,36.0,62
8003765,Male,37.0,105
9111641,Female,32.0,99
10485312,Male,32.0,79
9146613,Male,29.0,98
10173863,Male,34.0,86
1098349,Male,27.0,127
5199355,Male,46.0,113
10620218,Female,32.0,76
9294873,Male,29.0,97
5084527,Male,62.0,113
8659175,Male,29.0,102
10931417,Male,32.0,72
8050903,Male,40.0,105
11875913,Male,29.0,60
12403965,Male,29.0,54
11067679,Male,29.0,70
10774127,Male,34.0,74
822269,Male,40.0,129
4198957,Male,35.0,117
861483,Male,55.0,129
4954103,Female,36.0,114
11211053,Male,50.0,69
8157303,Male,24.0,104
4735437,Male,54.0,115
11120165,Male,27.0,70
11936407,Male,24.0,59
11344837,Male,27.0,66
11618173,Male,30.0,63
11248727,Female,49.0,68
9945957,Female,34.0,90
10831625,Male,32.0,73
11367881,Male,30.0,66
11194729,Male,39.0,69
11756157,Male,29.0,61
10926349,Male,33.0,72
10587213,Male,33.0,77
11666641,Male,28.0,62
11697455,Female,33.0,62
1031779,Male,37.0,127
855925,Male,35.0,129
12408529,Male,25.0,54
11142495,Male,41.0,69
9918069,Male,27.0,91
8594971,Male,35.0,102
8984605,Female,32.0,99
12331683,Male,27.0,55
10462039,Male,33.0,80
11526263,Male,32.0,64
10092369,Male,35.0,88
11435137,Female,46.0,65
11546381,Female,40.0,63
229985,Male,41.0,130
11501511,Male,48.0,64
427231,Male,34.0,130
413763,Male,42.0,130
9718513,Male,29.0,94
10849461,Female,33.0,73
9760303,Male,36.0,94
10734759,Male,27.0,75
9171897,Male,30.0,98
11356121,Male,33.0,66
10269889,Female,52.0,84
12369195,Male,29.0,54
10524003,Male,33.0,78
11807789,Male,31.0,60
11229505,Male,32.0,68
8237075,Male,58.0,104
11884072,Male,33.0,60
11954341,Male,23.0,59
10723965,Male,40.0,75
11941853,Female,28.0,59
9257969,Male,31.0,98
9059715,Male,36.0,99
814457,Male,35.0,129
10217969,Male,37.0,85
11481253,Male,39.0,64
8770783,Male,29.0,101
5056919,Male,45.0,114
11416895,Female,36.0,65
8550934,Female,34.0,102
12129425,Male,28.0,57
4376603,Male,41.0,117
11644549,Male,30.0,62
11715221,Male,43.0,62
4159309,Female,40.0,117
11171643,Male,49.0,69
11789236,Male,30.0,61
11774945,Male,32.0,61
10666845,Male,31.0,76
8164051,Male,56.0,104
11468415,Male,35.0,64
12065963,Male,27.0,58
4277175,Male,34.0,117
11155921,Male,35.0,69
10060043,Male,27.0,88
12113465,Male,32.0,57
8398901,Male,33.0,103
5028765,Male,31.0,114
5219473,Female,33.0,113
10586415,Female,39.0,77
8219883,Male,55.0,104
9912035,Male,33.0,91
12515433,Male,29.0,53
12111267,Female,28.0,57
11096323,Male,29.0,70
12513683,Female,43.0,53
10314185,Female,35.0,83
12273527,Male,24.0,56
11905929,Male,28.0,60
10447731,Male,28.0,80
11773042,Female,27.0,61
11600687,Male,26.0,63
10786377,Male,27.0,74
11582165,Male,35.0,63
10524891,Male,38.0,78
4978502,Male,43.0,114
4912369,Male,36.0,114
10198139,Female,31.0,86
10460471,Female,50.0,80
12191375,Male,30.0,57
11645137,Male,36.0,62
11844973,Male,30.0,60
10933209,Male,45.0,72
11868493,Male,29.0,60
10418177,Female,58.0,81
9639203,Male,46.0,95
8556121,Male,34.0,102
11284968,Female,30.0,67
9839319,Male,48.0,93
11955977,Female,25.0,59
12126835,Male,27.0,57
5247473,Male,38.0,113
538377,Male,34.0,130
9716077,Male,45.0,94
5267423,Male,30.0,113
8815401,Male,44.0,101
8878401,Male,28.0,100
9801379,Female,35.0,93
5171467,Female,34.0,113
12243721,Male,28.0,56
12479999,Male,32.0,53
10554075,Male,24.0,78
1043175,Male,37.0,127
9190643,Male,28.0,98
9164771,Male,54.0,98
10538857,Male,29.0,78
8167607,Male,31.0,104
141673,Male,35.0,130
9831815,Male,31.0,93
12420653,Male,35.0,54
10561005,Female,27.0,78
8469041,Male,31.0,103
12079403,Male,34.0,58
4738461,Male,34.0,115
10004477,Female,38.0,89
455651,Male,42.0,130
11721031,Female,26.0,61
10549777,Male,30.0,78
8119237,Male,48.0,104
9184595,Male,47.0,98
8896783,Male,38.0,100
1099147,Male,35.0,127
5143747,Male,34.0,113
4271295,Male,34.0,117
752899,Male,49.0,129
9084329,Male,32.0,99
11168689,Male,26.0,69
9801771,Female,30.0,93
4743039,Male,28.0,115
9114441,Male,35.0,99
5033903,Male,31.0,114
4343087,Male,32.0,117
10005345,Female,31.0,89
10164189,Male,31.0,87
9470601,Female,55.0,96
8938727,Male,25.0,100
10141327,Male,30.0,87
11683791,Male,46.0,62
868329,Female,49.0,129
9811193,Male,47.0,93
8938223,Male,40.0,100
774669,Male,43.0,129
8554917,Male,37.0,102
11685121,Male,34.0,62
4172861,Male,38.0,117
10308165,Male,28.0,83
4766783,Male,35.0,115
1047501,Male,40.0,127
9210467,Male,33.0,98
10998001,Male,36.0,71
1034341,Male,36.0,127
9705171,Female,31.0,94
1110053,Male,37.0,127
10434753,Female,42.0,81
8295231,Male,26.0,104
11952857,Male,58.0,59
9691213,Male,32.0,94
9794295,Female,41.0,93
5007233,Male,36.0,114
439481,Male,34.0,130
5301877,Male,31.0,113
9715223,Male,41.0,94
5083351,Female,41.0,113
10112053,Male,35.0,88
263571,Male,39.0,130
12505801,Female,26.0,53
10867857,Male,29.0,73
10200183,Male,34.0,86
1031947,Male,45.0,127
8064119,Female,123.0,105
11271351,Male,39.0,68
10898111,Male,28.0,72
9927071,Male,43.0,91
10663821,Male,35.0,76
9875271,Male,34.0,92
4726799,Male,28.0,115
11648427,Female,29.0,62
4880309,Male,35.0,114
11560780,Female,30.0,63
604905,Male,43.0,130
8071301,Female,48.0,105
4907735,Male,43.0,114
9302237,Male,30.0,97
10880121,Male,51.0,73
11804555,Male,30.0,61
8089991,Male,49.0,105
5174407,Male,40.0,113
10395707,Male,28.0,81
8246231,Female,48.0,104
11660145,Male,29.0,62
8432571,Male,31.0,103
11050235,Male,40.0,70
4751119,Male,32.0,115
4742283,Male,53.0,115
11491809,Male,26.0,64
8924783,Male,39.0,100
5239549,Female,44.0,113
10453751,Female,36.0,80
12336233,Male,29.0,55
4279877,Male,39.0,117
8297093,Female,31.0,104
4320589,Male,35.0,117
10512047,Male,33.0,79
7874752,Male,39.0,105
11428865,Male,33.0,65
8332765,Male,29.0,103
10987487,Female,55.0,71
9001629,Male,36.0,99
9507211,Male,36.0,96
11416419,Male,38.0,65
12152375,Male,123.0,57
11267235,Male,123.0,68
12102139,Female,123.0,58
11748667,Female,123.0,61
9784103,Male,123.0,93
10972857,Male,123.0,71
1124165,Male,123.0,127
7993629,Male,123.0,105
8990373,Male,34.0,99
11202695,Male,32.0,69
4664247,Male,38.0,115
10598595,Male,44.0,77
12355917,Male,28.0,54
11332391,Male,28.0,66
11390295,Male,32.0,65
814807,Male,38.0,129
8775375,Male,32.0,101
12107753,Male,31.0,57
12236219,Male,24.0,56
11346965,Female,31.0,66
9659125,Male,42.0,95
10404443,Male,28.0,81
9710099,Male,42.0,94
11952899,Male,37.0,59
4893260,Male,45.0,114
12400409,Female,28.0,54
10635961,Male,37.0,76
11476717,Male,34.0,64
11351543,Female,26.0,66
10200631,Male,27.0,86
11808489,Male,27.0,60
10558107,Male,40.0,78
12460525,Male,28.0,53
95795,Male,38.0,131
12448317,Male,34.0,53
12244057,Male,29.0,56
10349339,Male,30.0,82
11071963,Male,29.0,70
8667001,Male,23.0,102
11445441,Male,28.0,65
12239969,Male,29.0,56
11965261,Male,33.0,59
11067385,Male,34.0,70
8292893,Female,53.0,104
10456015,Male,34.0,80
5166217,Male,35.0,113
11686241,Male,41.0,62
11817589,Male,26.0,60
10589285,Male,27.0,77
4881975,Male,48.0,114
10466589,Male,35.0,80
5303011,Male,42.0,113
10847109,Male,24.0,73
12049359,Male,29.0,58
11913979,Male,37.0,59
10350907,Male,41.0,82
5127129,Male,37.0,113
11555705,Male,28.0,63
9615137,Male,30.0,95
1067899,Male,39.0,127
9054213,Male,31.0,99
4874625,Male,31.0,114
5188589,Male,48.0,113
11441437,Male,32.0,65
11826913,Male,29.0,60
722379,Male,49.0,130
629391,Male,40.0,130
10655253,Male,30.0,76
10054233,Female,33.0,88
10588879,Male,30.0,77
5211031,Male,39.0,113
10704547,Female,35.0,75
11054869,Male,26.0,70
9235289,Female,36.0,98
11321009,Male,29.0,67
8436323,Male,25.0,103
12404973,Male,28.0,54
9158779,Male,29.0,98
11164923,Male,30.0,69
9882929,Male,30.0,92
5135193,Male,37.0,113
11870117,Male,41.0,60
12040525,Male,29.0,58
10137575,Male,33.0,87
11170733,Female,34.0,69
10083549,Male,26.0,88
4835971,Male,33.0,114
11332979,Male,51.0,66
10813016,Male,27.0,74
12442507,Male,27.0,53
12033511,Female,27.0,58
11053959,Male,42.0,70
11737579,Male,35.0,61
10646363,Male,71.0,76
10525627,Male,53.0,78
10709489,Male,28.0,75
9702637,Male,41.0,94
4648749,Male,49.0,115
11635449,Male,36.0,62
10623347,Male,29.0,76
11177677,Male,37.0,69
9526891,Male,39.0,96
11019561,Male,27.0,71
5094243,Female,29.0,113
9177091,Male,32.0,98
11384331,Male,28.0,65
11290111,Male,33.0,67
11405317,Male,27.0,65
11218767,Male,32.0,69
12004951,Male,32.0,59
8012795,Male,29.0,105
4359663,Male,40.0,117
12319769,Male,45.0,55
9761955,Male,48.0,94
12114445,Male,30.0,57
10575747,Male,31.0,77
10620995,Female,31.0,76
11539129,Female,51.0,63
106519,Male,39.0,130
8212043,Male,55.0,104
11362953,Male,29.0,66
10173723,Female,44.0,86
11832471,Male,31.0,60
11664373,Female,29.0,62
10364893,Male,33.0,82
10580031,Male,32.0,77
8449007,Female,34.0,103
5064829,Male,33.0,114
11816287,Male,29.0,60
7975331,Female,32.0,105
11610193,Male,37.0,63
9822225,Male,39.0,93
8945181,Male,30.0,100
5110049,Female,46.0,113
10075065,Male,31.0,88
4776093,Male,41.0,115
29561,Male,44.0,131
8815793,Female,33.0,101
